Date,Sales
2020-10-01,6241.510830318936
2020-10-02,5450.679965663168
2020-10-03,2849.1228090434493
2020-10-04,6268.007363082047
2020-10-05,6890.322722754964
2020-10-06,6504.580607966113
2020-10-07,6212.746343684903
2020-11-01,6288.241355775132
2020-11-02,6975.025504793513
2020-11-03,6654.569843014455
2020-11-04,6427.301555035099
2020-11-05,6366.660944636229
2020-11-06,5604.619736118569
2020-11-07,3031.6880251760676
2020-12-01,6865.842394876152
2020-12-02,6664.897738024002
2020-12-03,6637.970024573776
2020-12-04,5916.060431151801
2020-12-05,3388.432593918153
2020-12-06,6884.330618867669
2020-12-07,7584.6458324139785
2021-01-01,4610.253022645203
2021-02-01,7848.200549105883
2021-03-01,7008.581946587391
2021-04-01,7033.541506924435
2021-05-01,3412.307494385279
2021-06-01,6387.243298197106
2021-07-01,6370.522806451515
2021-08-01,6622.273005924204
2021-09-01,5872.127127409885
2021-10-01,5320.060275430841
2021-11-01,6784.975629783731
2021-12-01,6453.212727335362
